;dXeYYT;Lucina Melmar;3578 Evergreen Lane;42;-2;0;
26935512G;cMGER1OHu;Lonny Elcoate;09 Service Street;41;-8;0;
26938162Q;rLaQxT;Brian Janjic;3 Badeau Parkway;39;-8;0;
26938631A;cSi5bN0JNGf;Zedekiah Korba;96 Melody Court;38;0;0;
26943695Z;96zy7s;Randall Edelheid;31 Di Loreto Road;39;-4;0;
26952954Z;zUc5lqI;Zachery Ziemens;3990 Memorial Place;42;-2;0;
26993018Z;MoLc5FrqJ1;Inez Broader;1 Autumn Leaf Way;39;1;0;
26995707L;4g9qhvGg;Noemi Shurrocks;35 Utah Point;41;2;0;
27001232I;O8wBqFgg4d8X;Jayme Youel;6708 Northwestern Junction;40;-6;0;
27002300L;lzK7d4PYznv;Rowe Emloch;3784 Lakewood Gardens Lane;42;-0;0;
27006688Z;7DkQaFdZ5L;Wally Yaxley;961 Summerview Court;42;0;0;
27016360U;wTelX2;Randi Smorthwaite;64573 Warrior Lane;37;-0;0;
27025604D;sQNZZJbV;Adrianne Lovart;327 Fair Oaks Pass;40;-5;0;
27044463T;hGLRVU5ywqz;Lars Wardell;789 Pierstorff Circle;39;-7;0;
27052996K;pOtlL0chvoAC;Josie Bridgman;28 Memorial Park;37;-8;0;
27066774I;nJhVqMmtwYc;Zsazsa Flewitt;95 Shoshone Junction;36;2;0;
27067028T;n7gP2r3u4e3;Reginald Halegarth;02748 Summit Court;42;-1;0;
27070093Q;YjGBvCTsWF;Tildi Scripps;9 Donald Hill;38;-5;0;
27076672L;CTEmPkASEU;Maegan Channer;81666 Melody Pass;40;-1;0;
27081136I;Rhaae6ukB;Sheree Casetti;227 Pleasure Hill;43;-8;0;
27090119A;xnYZThJ3IXO;Bonita Cade;05243 Judy Park;37;-0;0;
27099182G;EMDL7kY;Andria Riddett;282 Division Park;42;1;0;
27100194D;h5aDFPjLHb;Ondrea Saltsberger;56 Corscot Park;43;-5;0;
27103425R;QaWaWP;Aurel Brozek;5 Holmberg Alley;39;-5;0;
27103528Q;gPnopteRB;Bill Dubery;846 Homewood Trail;42;-0;0;
27103684T;wq4OexdSj4;Alf Sherlock;88 Lukken Point;37;1;0;
27105711V;rtwMcZCEV0;Hilario Micah;29 School Place;36;-3;0;
27107461W;hov8e9C;Lutero Chick;47594 Bluejay Circle;41;-1;0;
27107639I;0B8qdiQgmlIA;Katine Wickstead;35656 Rowland Point;38;1;0;
27117241R;HALMEPuTiN8;Berti Kaesmans;68917 Spohn Parkway;38;-1;0;
27121999T;qtb3iV1;Jorry Lett;91795 Hudson Hill;39;-3;0;
27124330T;Iax9sDUx;Cristabel Martschke;9 Anniversary Plaza;39;2;0;
27139700R;pCB6Tif;Mariel Michelet;924 Portage Way;36;-5;0;
27146622U;DFzAVHBVE;Constancia Hamblin;6 Mifflin Street;38;0;0;
27149448Q;g1MVY7MNVpL;Malachi Britee;881 Pierstorff Plaza;41;1;0;
27164278H;1AWI3XHkbbEC;Jedediah Heppenspall;09 Carey Avenue;40;1;0;
27168226K;3N5ttjlM;Vickie Barlee;90 Bluejay Avenue;40;-2;0;
27168732G;UOC8b4J15;Robby Barrett;960 Beilfuss Pass;40;2;0;
27170403X;Gz99qL0JN8;Tybie Corkel;9 Oriole Street;35;-4;0;
27199918W;FcPp6F4HL3S6;Ardis Cullagh;8 Park Meadow Trail;42;-1;0;
27203804S;vmmE9d;Jere Darlaston;01233 Burrows Road;43;1;0;
27208393S;75Hacp;Ewell Heugh;14825 Hudson Terrace;38;-8;0;
27209474P;tn42ameDS;Jimmy Lenham;10892 Fordem Plaza;37;-0;0;
27214052Q;eCIyfY;Gerhard Maggs;9 Coolidge Plaza;41;-5;0;
27218833Q;4If0uNatWFtH;Florina Gildroy;0516 Iowa Street;37;-5;0;
27225806Q;QqBZFXlK;Pamelina Deare;3 Petterle Circle;37;-1;0;
27243162L;4CzufXxLF;Sebastien Kun;54722 Orin Court;37;-5;0;
27262039T;XzuhBi;Philippa Speedy;42 Lyons Street;36;1;0;
27265573O;OkAWD1n;Annissa Willimont;4 Dottie Terrace;37;1;0;
27266767Z;SEtQcaOc;Carlotta Metrick;43287 Sachs Road;37;1;0;
27273330T;kDXhwvo;Farley Reubbens;71955 Colorado Crossing;39;2;0;
27308400Q;1ELO6o;Rubie Hethron;89 Rusk Place;39;-5;0;
27316949D;SxgwRWMxE;Sayre Penman;2551 Vera Center;43;-8;0;
27319696W;1Ym7Bv3fmiGl;Alverta Davie;9624 Melody Point;38;-1;0;
27322603B;U9P9vk;Arch Earengey;0686 Brentwood Place;37;1;0;
27324814L;IkmSAg;Rand Duchenne;7 Drewry Point;42;1;0;
27328710W;OTOhWAf;Di Dwyer;3 Derek Lane;42;0;0;
27334959P;uIUSUoXC;Iago Ludlom;3005 Nancy Center;43;1;0;
27342131V;XYXFuzEt2;Gustave Jellico;9194 Myrtle Street;42;-0;0;
27342935O;MkLOZf7GpV;Burnard Pozer;71169 Milwaukee Terrace;39;-5;0;
27362794W;DyCuNA;Auberon McKeag;782 Shoshone Center;37;-7;0;
27371889E;5G1InJFrsc;Monah Zincke;429 Express Circle;41;-4;0;
27377259J;PBjXAyO;Putnam Bartosik;948 Hudson Drive;36;-0;0;
27390274E;jXYkVo0TIgw;Laurie Gatch;5496 Hagan Way;36;-7;0;
27402740D;Ffso3ukgexG;Skipper Itzhaiek;8246 Lake View Parkway;36;-0;0;
27422166I;nDso5A3v1scg;Beverie Maier;0587 Forest Dale Street;42;-4;0;
27448515G;p2fgjdewH;Lorens Kibble;5272 Vermont Alley;37;-1;0;
27450262G;pn4ePx;Alexina Castiglio;22943 Kensington Alley;41;-8;0;
27450382V;7fhK8uF8n;Nisse Iannelli;39540 Old Gate Place;42;-6;0;
27462493G;yJYkWv;Cherianne Sabatier;2 Nancy Road;41;-4;0;
27465331L;CApO2VtF;Malissia Moro;21 Delladonna Crossing;42;-8;0;
27492043L;qQuLxmA;Halley Cloonan;79 Crest Line Place;36;-0;0;
27520332N;VtaxwCxF9E;Alexandrina Falks;9 Gerald Place;40;-3;0;
27523332X;69NEBgyPXV;Haywood Dobrovolski;3 Green Street;41;-6;0;
27529895C;218eSCialkPp;Marijo Lear;360 Butterfield Parkway;42;2;0;
27539138O;MDLIwLu;Benedicto Bourdel;3687 Killdeer Circle;38;-2;0;
27546137I;0tUioFz8;Carter Ogger;199 Corben Circle;38;-1;0;
27553477A;odz3kzv7AJ1G;Sylvester Pabelik;301 Hazelcrest Hill;38;-8;0;
27572388N;TvIh5FS1F;Kitti Diprose;5 Brentwood Trail;36;-8;0;
27578408P;oF8YJmPjwp8;Lauraine Sweeney;564 Melrose Way;37;-4;0;
27579733G;OT4HQ47ef665;Nari Fieldstone;6 Lake View Crossing;37;-2;0;
27585060X;YrFx1LTY;Kelly Hurles;5 Portage Point;42;1;0;
27594396G;uvNUqat3nQ;Felipe Drynan;976 Brown Lane;40;-1;0;
27611489C;0vlVB5v5pO;Gray Demer;4459 Loeprich Trail;36;-3;0;
27628663C;Q7U0ZuXEaPUx;Horatia Hare;45 Longview Center;37;-8;0;
27631253N;AG6LOjTA;Hanni Worsham;5 Claremont Hill;42;-8;0;
27635765N;XtDslGT;Fleming Elden;293 Eastwood Hill;36;-5;0;
27656092T;xE2F4LKWah;Lewie Mauditt;27 Northwestern Pass;38;-0;0;
27686238P;Rxx19Jo74KJA;Karolina Blowen;78712 Graedel Way;38;-5;0;
27687264J;lbk983M8;Mable Purkis;4030 Holy Cross Way;36;-7;0;
27693819T;GX0Sy5F;Chas Ardy;5 Cascade Plaza;41;-8;0;
27695492R;NotDIesUTLA;Katina Corderoy;082 Esch Terrace;42;1;0;
27700329Q;ccxG49fJTHo;Tobit Gersam;075 Graedel Parkway;43;-4;0;
27713669Y;Ohc8gh7R;Kendre Costley;173 Eliot Center;39;2;0;
27714214M;lY4mFfU5RHjH;Jaime Ringer;04781 Huxley Alley;40;-1;0;
27719551M;Qw85neS;Aubine Bubear;7 Scott Way;40;-1;0;
27725178O;CE3ft4eBY;Juan Tidbald;062 Debra Place;43;-2;0;
27728694E;ThpNzvRVebnX;Constantina Pratte;301 Buell Road;37;3;0;
27742269L;88uQh7EoJI22;Myrle Ciotti;90 Hazelcrest Circle;43;2;0;
27743181L;vlQe0fAA0Cs;Bren Guirardin;169 Melody Terrace;41;-7;0;
27749179Q;oK46L5B;Joshua Caseborne;0 Steensland Street;41;-0;0;
27756420J;8E07jHI;Janka Drayson;85 Dryden Trail;39;-6;0;
27777432T;OJyx7kVi;Larisa Dutch;8 Harbort Avenue;41;-3;0;
27787546P;PsYFfqdlXqh;Karlan Greenstock;80 Prentice Terrace;37;0;0;
27793040N;NoFkluDKCctP;Ina Baldacchino;60292 Fieldstone Place;41;1;0;
27795245A;bICQkfrFxb5;Windy Cundict;3379 Sage Way;36;-4;0;
27815757Z;15u3WSn;Terza Eppson;30076 Saint Paul Hill;39;3;0;
27819249G;ZoypJQ1vt;Korie Davidsohn;2 Oak Junction;37;-3;0;
27821841A;xVenVvWaYmT;Elyssa Click;2775 Blackbird Crossing;41;-8;0;
27842991N;FbDsTh1;Randolf Risso;27304 Packers Terrace;43;2;0;
27850472B;08O6dQJAZ;Morry Duxbarry;8 Susan Center;40;-6;0;
27854830R;75gGnGQkiAh0;Hans Sloam;6592 Harper Circle;37;-1;0;
27861793A;7S0iF5o;Archer Dackombe;967 Fallview Drive;37;-4;0;
27873018X;l6MprRCA;Tiffani Lapree;6 Talisman Trail;40;-1;0;
27883689I;Nwsu7Vm;Riobard McArthur;0181 Aberg Court;41;-6;0;
27892128B;JculnE;Rod Guwer;2673 Eagan Road;42;-0;0;
27892273Z;e7xXkqe6;Florette Hammerton;51 Schlimgen Place;38;-8;0;
27900785T;OMitFfa;Katleen Jefferys;29 Del Sol Point;38;-5;0;
27919134N;e1TDKZCPb;Ruth Castiello;6 Pennsylvania Plaza;39;-3;0;
27923461C;oju6I2L;Mord Merredy;928 New Castle Point;41;-2;0;
27931766D;hSF69c;Heath Fawcett;063 Fair Oaks Parkway;41;-1;0;
27938943S;bKdB3xO9GWi;Lou Nutty;7 Bunker Hill Center;39;-8;0;
27943613O;fX9vi24EI4Cu;Evangelina Elph;377 Center Crossing;39;-0;0;
27945702E;cy9gJfsC;Eleanore Mattschas;85 Dryden Place;38;-1;0;
27970158F;zsyQqxC;Sidoney Farraway;438 Oriole Hill;41;-5;0;
27970470I;kBd0DdjdtCm8;Darlleen Jereatt;3507 Havey Crossing;41;-2;0;
27981567E;TD0UmizgNN;Pearline Linstead;9 Iowa Terrace;40;1;0;
27997562T;5Rolol;Dela Elphinstone;80738 Shopko Way;37;-2;0;
28018123Z;rN0HvHlk;Edd Dartan;99 Old Shore Hill;38;2;0;
28018567N;0HwUCiYLPUJ;Christiane Valentim;0909 Schiller Parkway;40;-1;0;
28020927X;ank0ak;Marc Rushton;23 Menomonie Lane;37;-5;0;
28031608T;yahYSiGfBGx;Nerte Lines;4 Rusk Trail;41;2;0;
28045206L;7atajkGj;Jerrylee China;3061 Hagan Circle;40;0;0;
28056366J;6hR8srhYN3;Gaven Kilroy;419 Packers Terrace;39;3;0;
28078918Q;dUYM5Ek;Sal Jadczak;5690 Mayfield Place;41;-5;0;
28085607Q;w1w7QPjR;Jocko Slaight;2168 Maryland Center;36;-5;0;
28086538J;pArG6jx4fw5z;Jeramey Larsen;4633 Nevada Parkway;39;1;0;
28089756Y;C5v9x9c;Alan Scane;57 Summit Crossing;42;-2;0;
28099846T;4ROClIE;Reeba Shercliff;41663 Merrick Point;37;-5;0;
28116620W;ue17ip;Loren Weed;5434 Ilene Circle;38;-5;0;
28141384E;2N94zMIC9i11;Mendel Guiet;874 Namekagon Hill;39;-2;0;
28156908J;kBONgdLr;Gorden Gresswood;40 Weeping Birch Place;36;1;0;
28160662V;k81UV5RMN;Stacee Lifsey;91002 Eggendart Crossing;38;-8;0;
28169420F;KkV395fz0D;Lotte Allmond;2 Rowland Court;35;2;0;
28169514F;7dNzeVHVm;Brnaby Madrell;7 Straubel Plaza;38;-8;0;
28175115B;3XwNP961zbw;Trevor Leverage;6633 Reindahl Trail;36;0;0;
28178936P;T8u88ibD;Enrique Miranda;9492 Fieldstone Hill;40;-3;0;
28190949X;OjxyiuGVR3K;Madlen Clarey;4798 Debs Junction;36;1;0;
28197621Y;JRmJur;Bronny Millea;4062 Oxford Avenue;42;1;0;
28216193O;LPjEcIOYvoou;Kenyon Caddock;61 East Junction;36;-1;0;
28216807B;ko95ZgXT7Kp;Seward Endacott;4 Express Way;41;2;0;
28227278R;ml8w3Ea5bz;Joete Bellie;840 Sugar Parkway;42;-7;0;
28229758S;F0rQYQbWcj2;Bastien Skipsey;6549 Scoville Center;36;1;0;
28234897C;AI2G8I;Tommie Papaminas;18 Clemons Crossing;41;2;0;
28237764I;7zAocxJh8;Dex Gircke;77 Porter Trail;37;-1;0;
28252576Z;p9Op4W4SX;Daveta Burrill;9 Derek Point;41;-8;0;
28263512N;WoHd4jcg;Cassandra Cowlishaw;1 Logan Trail;36;0;0;
28267039S;4PBODu;Cosetta Gemelli;07854 Grasskamp Road;42;2;0;
28291915B;CJBVe9Klb;Kakalina Dorn;301 Fisk Terrace;37;-1;0;
28294927Z;iIN4kV;Farrand Keal;7846 Vahlen Street;36;-6;0;
28303237N;cEItRvD;Ruddie Parvin;04 Tennyson Point;37;2;0;
28305904P;uh9DFbKfM;Fayina Perrin;8 Kipling Crossing;41;3;0;
28306842W;HVhuJadY;Hersch Burkinshaw;2 Ruskin Road;41;-2;0;
28311753N;432PQS;Kristin Worden;7396 Vidon Street;37;-8;0;
28335192A;lO4gNN;Maxy Ilett;4438 Westridge Street;35;1;0;
28338237Q;lgquYxSfaMoI;Kennith Faraker;04 Express Street;40;-8;0;
28347679Y;wqKaBQYvlDnw;Rurik Curnow;9 Texas Drive;41;-0;0;
28359261K;SUrFUEKMzQDD;Chancey Frith;497 Jenifer Parkway;42;-2;0;
28365721Q;jO6vjOCvT;Westley Daelman;55 Forest Park;41;-4;0;
28366376T;asdKEswOA2GG;Miof mela Caulkett;784 Lakewood Plaza;36;1;0;
28370483Q;a53171MG;Tarrah Ragbourn;52 Burning Wood Parkway;42;-1;0;
28373519A;ufueS1;Marie-jeanne Cossem;75142 Pleasure Plaza;41;-2;0;
28388582M;eXVrGi;Jonell Damerell;236 Northview Trail;40;-6;0;
28419029R;WdkUe4Dijx;Ichabod Upchurch;31 Schmedeman Trail;42;-9;0;
28421628R;Lv8MLuNK9LP;Burnaby Eles;2 Stone Corner Hill;36;1;0;
28427422Z;bM57wA;Puff Bearman;9276 Shoshone Lane;42;1;0;
28451394A;2xqLLfYeKNiB;Arvie Kleinstern;6 Quincy Plaza;42;-8;0;
28463849V;Nkz2ebtpc;Sybille Illing;5677 Di Loreto Place;42;2;0;
28465191I;GTD6MEze;Leora Caillou;87796 Nobel Court;42;-4;0;
28472977L;dcuuyNXgC;Kinny John;4836 Mifflin Point;36;-3;0;
28495069F;rc6wiqX;Shamus Doe;80 American Place;38;3;0;
28506603U;7Gz4kOjjC;Fonz Lukesch;79 Karstens Point;37;0;0;
28506914L;dxDsrAoJyz;Beau Baudoux;7 Nancy Terrace;37;1;0;
28518336C;6ULNDrPmTWh;Marijo Bayman;5 Truax Street;37;-4;0;
28541736P;tv4oH6aZL;Brooke Danilenko;61403 Lawn Junction;36;1;0;
28557404R;ovffWS;Nicko Baal;3 Farwell Point;38;-8;0;
28557969H;Ywri1P;Eolanda MacKenny;081 Fairview Point;37;-8;0;
28563887F;Gp1p2pMq6GE;Mirabel Bauser;16537 Miller Lane;42;-7;0;
28573749D;0jxQJ2;Leicester Martinie;59494 Mallory Lane;43;-2;0;
28576366G;RiMJlMP;Jayson Djekovic;6699 Crownhardt Circle;41;0;0;
28583126A;IBB7dWQ;Cayla Haddy;2 Cottonwood Trail;37;-6;0;
28601001D;VfNq35P;Jana Densham;6 Sunnyside Trail;39;-8;0;
28613065U;BGcQKTB;Sharline Plait;45 Golf Drive;43;-6;0;
28615845V;v28lwGMh;Brody Clemett;30961 Columbus Avenue;35;2;0;
28619283I;nT0Pjp;Adlai Heaviside;44 Scoville Pass;36;3;0;
28623150E;szG4Rv6;Leontyne Franzen;23869 Blue Bill Park Avenue;40;-7;0;
28629722N;KwWbxLP39af5;Fleur Mattack;00 Northfield Way;40;3;0;
28659705K;joDOo7uQ89;Markos Willcot;06994 3rd Park;37;-4;0;
28660188F;VOVEuYCHWY;Octavius Satteford;7879 Bartillon Pass;36;-2;0;
28670366P;JhaBmn;Lissa Oldacres;84 Bayside Pass;37;2;0;
28690225L;xIJ272kOU7KI;Arny Siward;5704 Erie Circle;38;-3;0;
28703359T;IKegNqXUwGtu;Harriott Lobley;502 Forest Run Crossing;39;3;0;
28704073M;YZt4oZ0;Sherrie Aldrick;9 Darwin Alley;39;2;0;
28718436E;CgCdjei0dE;Luisa Christophe;33 4th Pass;43;-8;0;
28720833F;x6BpanrfM5n;Correy Grombridge;46 Graedel Way;37;-3;0;
28768279W;L4MjrfEQXGD;Rurik Garthshore;30853 Grasskamp Place;38;-3;0;
28789716K;xMwOwZADJ6;Jaynell Simunek;39149 Truax Terrace;40;-3;0;
28796110T;H23npPV;Dotty Brandes;28 Browning Point;37;-0;0;
28807214I;2iv5V4mIkuY;Idaline Domanski;4295 Schurz Park;37;-0;0;
28827208O;oWELHWfpPd;Quintin Rootham;10129 Carberry Plaza;43;-7;0;
28856067U;apeydF;Neilla Freegard;650 Bartillon Junction;39;-5;0;
28906484M;REuLok47EsqN;Damon Tillyer;5 Nelson Parkway;37;-7;0;
28912966H;UGvcUGyi3l;Worth Simkins;4442 Blaine Parkway;41;-2;0;
28934638S;2sXbkZO;Abba Kimbling;16525 Hazelcrest Hill;39;-0;0;
28944063I;p1h6h4CqHD5u;Shandee Pillinger;42799 Twin Pines Pass;42;-6;0;
28947393E;gmDt4i9;William Jirick;01 Nancy Road;41;-5;0;
28952838H;bSTeYd4w3t;Robinia Webling;89 Center Pass;36;-8;0;
28981481E;WDYHbhDHiwU;Ken Franc;4893 Fulton Street;42;2;0;
28990889C;RLL9R2c;Gasparo Gillibrand;02 Grim Street;36;-8;0;
28991717B;CNYoZMqDMLKO;Easter Snodin;4951 3rd Point;41;1;0;
29000223A;Zy6Sdnql6;Ezmeralda Sedcole;42042 Dakota Terrace;38;0;0;
29006597X;Mm7EJtVP1hn;Buiron Mottinelli;3 Westend Drive;38;0;0;
29012731U;8ZhNIlfjh6;Mona Olenichev;45 Shoshone Center;39;-8;0;
29027218E;FrpelPcp9;Tabbitha Bragger;6639 Shelley Place;40;-6;0;
29044377Y;0vosAAt;Janetta Rumble;567 Cherokee Junction;42;-4;0;
29058021A;Fswl29sx;Jorge d' Elboux;4620 Holmberg Alley;36;-3;0;
29059050M;Kkus4trjcmN;Jarrod Semarke;80529 Kensington Avenue;42;1;0;
29070494H;etTZQ76h81ag;Neall Hardeman;10959 Sullivan Plaza;37;-6;0;
29089755K;K4D8fQN;Prinz Adran;4760 Porter Junction;41;-2;0;
29130602F;Bdx7j22nWs;Vladamir Signori;6672 Bartelt Point;39;-1;0;
29137391U;wO8SN6yW09gY;Toinette Margrett;30 Kim Hill;40;-5;0;
29146704B;m6jhUSi;Dinny Ruddoch;4914 Toban Place;39;0;0;
29165886S;yunTXftNuoi;Marsha Corsor;37567 Elmside Park;42;1;0;
29169978F;qsgE6BRQdZm;Cole Pollastrino;59 North Plaza;37;-1;0;
29173287Z;eIkChgkV;Tera Sandford;872 Aberg Crossing;38;-2;0;
29179793V;j4ARnJo;Alasdair Hollidge;0354 Holy Cross Avenue;40;-9;0;
29182889Z;I4DQWChJINW0;Cheri Puckinghorne;7099 Dennis Court;40;-2;0;
29191635M;IpDJ9G97;Crissie Wisker;252 Packers Junction;37;-3;0;
29201582U;uvufuivx;Minette Cremen;15586 Stephen Crossing;41;-6;0;
29220401E;LUpvlVQiKY2;Brana Hast;110 Debs Point;38;-3;0;
29229464Q;F70MRgs;Constanta Spiller;89 Oak Way;39;0;0;
29232499A;TBUKN2;Durand Mardlin;991 Petterle Point;37;-7;0;
29242016D;uWUDu31MbgsR;Anita Leslie;55 Texas Trail;37;3;0;
29244199U;u6wRlc;Karlotta Maffione;0 Sachs Center;36;2;0;
29250856O;SFe51Ne;Sanford Master;05192 Utah Circle;41;-3;0;
29258958T;j3PmZ0mArL8Y;Scarface Villaret;37 Pierstorff Way;38;-3;0;
29265582J;VvrBzv;Urbano Aspel;40318 Arrowood Lane;39;-8;0;
29267746J;toB06oy64sc;Ky Fielder;6751 Dennis Parkway;37;-6;0;
29268807D;yJDppi;Stephine Simpkin;2 Ridge Oak Alley;40;-0;0;
29296863X;VyLIuB;Katusha de Voiels;5532 Esker Court;39;0;0;
29304478Q;dKpHZiIbTUQo;Kenyon Gianiello;6086 Continental Point;42;-6;0;
29357335X;VIObvuT5;Kaile Sheeran;58 Old Gate Avenue;36;-2;0;
29360188E;DXfSTAcM;Elsa Prayer;51 Jackson Street;36;-5;0;
29385979M;wy8T9Y;Levey Berceros;815 Vahlen Pass;39;-4;0;
29389776K;fpbdS8yhy2y0;Bard Vreiberg;496 Aberg Trail;38;-5;0;
29395223S;EPdOYd;Arthur Bloan;752 Oak Way;42;-5;0;
29396615D;luJxizsO;Artemus Ogus;784 Cambridge Circle;38;-0;0;
29419432F;amvSLHGRX;Raddy Wrangle;4 Springview Court;37;0;0;
29420367D;2ukUoBd;Francesco Gibbie;4704 Grover Court;36;1;0;
29425721B;TuxDsCsbML;Aggy Ferrier;6240 Northfield Alley;41;-5;0;
29441743R;cWCzlCuD;Cathy Denison;40269 Caliangt Plaza;35;-7;0;
29446456P;X2N837Z1Mj;Papageno Kopelman;152 Beilfuss Pass;40;-6;0;
29464000G;3O4ZWoai7P;Karie Tebald;0904 Norway Maple Court;39;0;0;
29478797V;ir0qrD;Annice Antonelli;97296 Maple Wood Terrace;40;-7;0;
29489765C;0I4EdgGcJR4u;Henrieta Butterworth;41038 Pleasure Plaza;36;-1;0;
29489953U;Rq1kvy;Melosa Merfin;2 Hagan Plaza;38;0;0;
29507126O;HAu6zAgkd;Kassandra Von Salzberg;52901 Ruskin Place;38;-3;0;
29507416R;qej3HLcTL3;Sanders Smorthit;1023 Annamark Terrace;41;-7;0;
29536586K;zK5N5tJTIDto;David Inns;635 Orin Crossing;39;2;0;
29538316J;gF7SbSD8vbow;Angelique Bradburn;01558 Northwestern Lane;35;-1;0;
29548744M;kuANLDDnoUZ;Shandie Devinn;95 Red Cloud Center;38;-1;0;
29565396T;cCEHmtUyngq1;Bevan Geroldo;67365 Arapahoe Way;38;-4;0;
29565598E;aP6XjK14DUv;Dynah Graddell;2608 Sutherland Drive;41;1;0;
29575425K;sEGmCld;Tiertza Mulvenna;614 Fisk Junction;36;-2;0;
29585187C;aWToIZ;Tova Bryenton;83486 North Street;42;1;0;
29609417F;5w6oUc5ki;Ninon Bindin;2116 Thompson Road;39;-7;0;
29618358C;46Q2LIsPN9;Marlane Bedford;0 Kim Trail;37;2;0;
29641911U;uIbX1gt;Rebekkah Linfitt;074 Sheridan Parkway;40;-2;0;
29649086G;53ivI00;Sigismund Dollimore;5 Linden Parkway;36;-1;0;
29659594B;52wsc09V;Pacorro By;25479 Sachtjen Hill;42;-7;0;
29676486X;TbHEwUu6A;Boycie Skerman;73410 Meadow Ridge Street;37;1;0;
29677456G;Wh3ecVvi;Danna Fernando;69499 Gina Parkway;38;-2;0;
29680948Y;unvBoC9;Drugi Derham;1 Brentwood Park;39;2;0;
29683748F;3tjLwH;Eliza Ridder;06 Macpherson Junction;41;-5;0;
29689422J;rCQgkRGkaBls;Bradly Regi;3088 Rusk Place;41;-6;0;
29691408A;rw4UeZKrd3LS;Tiffie Rowat;3398 Loftsgordon Junction;41;-6;0;
29694969Y;wLdDeXw;Ranna Bradborne;95 Morrow Way;42;-5;0;
29713709B;M5jEa5Z;Fanchon Beckitt;6 Roth Way;42;2;0;
29726336U;dO2NdWUpto;Marius Dilkes;58 Schmedeman Plaza;38;-8;0;
29738063H;MSw5Y1;Farleigh Smeed;9737 Fairview Parkway;37;-0;0;
29738232I;XXGtTX41U;Aileen Treverton;5144 Everett Plaza;39;-7;0;
29766638X;dN8LDi;Jeth Blest;54900 Basil Parkway;40;-4;0;
29774081H;KY1Fp2g9Nw;Patsy Hulmes;75264 Vernon Crossing;36;-4;0;
29794926F;UOAyiubqQYC;Blanche Gannicott;23 Cambridge Plaza;40;-1;0;
29811145C;CbDrEB;Michaela Medd;2 Chive Avenue;42;-1;0;
29820722W;6yrX9vJHrFdh;Jacenta Whalley;51828 Schiller Alley;39;-4;0;
29827837Y;mkvVvdist4F;Augusta Prendeville;1 Anthes Junction;38;-4;0;
29833627B;lwtdeKO8u4;Cindelyn Backs;293 Northport Trail;40;-6;0;
29854940Z;5tSIVy;Cobby Rickson;11706 Hudson Trail;37;-5;0;
29862855J;DkUziXjxyn4;Kamila Bramont;253 Linden Way;42;-7;0;
29878960I;s4Xr8fzyzkV;Lizabeth Kervin;69032 Scoville Drive;37;-9;0;
29879871L;wWTRLkJgsd;Niles Reynalds;5 Schlimgen Terrace;36;0;0;
29880042Q;DTbvbZ7;Grata MacCostye;6 Homewood Court;37;-6;0;
29881323P;QICrAMnP2WM;Isiahi Alderwick;5 Vahlen Street;39;-3;0;
29886784M;xCmB0MOS;Justinian Glanester;71470 Forest Run Park;41;1;0;
29894113P;SGOzfUxuc3Y;Ricki Fasey;8990 Killdeer Place;40;-6;0;
29896550J;VM8WEN;Gilligan Haggidon;92 Bay Crossing;36;-8;0;
29897190V;wv3vCgeSO;Ira Chesterman;62271 Chive Terrace;36;-4;0;
29903962P;mJei8syyGc;Cthrine Rocca;020 Becker Crossing;41;-2;0;
29905308V;aYmIXnSTTt;Sandy Balaison;43375 Maywood Point;42;-5;0;
29929990U;Ep6tGrvj;Amy Bradick;5880 Victoria Point;41;-6;0;
29931963B;POcyNB;Tina Manach;20702 Larry Plaza;42;-1;0;
29933028Q;LvRvldTA1XEE;Xaviera Budding;4360 Grasskamp Circle;42;-8;0;
29946508N;ru9naKNI;Merle Mark;858 North Hill;41;-3;0;
29951371H;Edxy75;Tabina Gerlts;82904 Sugar Parkway;35;-4;0;
29975132X;qdBNG4;Royall McCook;757 Duke Street;36;-9;0;
29980039P;6nKfM6F;Genevieve Cockerill;33 Vahlen Crossing;42;-4;0;
29989559Y;hb2I9N;Sandie Redmond;96710 Reindahl Plaza;42;-2;0;
29991211P;IeClhPey;Pammy Egger;9 Elgar Drive;35;-5;0;
29995290I;7CctuwcB;Hayes Seals;12915 Hovde Terrace;38;-2;0;
30004254T;KvP265Urx76X;Gerardo Rottcher;1 Granby Street;40;-1;0;
30007002G;uhfSakRcs;Reena Maude;7 Iowa Court;36;2;0;
30022156S;ts1X0fF7lDS;Elsa Boyet;29 Morrow Pass;41;-8;0;
30039216T;eNicNOfaUtJ1;Ignazio Van den Velde;6 Lukken Lane;37;-8;0;
30041276R;tLK9ubnpoRd;Margette Runnacles;7415 Fairview Court;40;-8;0;
30046117S;sEheYg0Uy7;Justin Frankis;639 Glacier Hill Parkway;40;-5;0;
30076162Y;ztmjWK0Rc2;Bruno Pikhno;35 Judy Street;38;-0;0;
30079815B;v6qtumW9qFa6;Doralynn Flack;3 Buhler Court;43;-8;0;
30108773S;GlgZ4c5W3;Sydel Petts;59 Bartelt Court;37;-8;0;
30116470F;EPFm1LhtopLL;Wendeline Hurich;07727 Bay Pass;40;2;0;
30116919D;KB2VxZDrkQ;Sully Le Pine;66 Canary Avenue;41;-5;0;
30118205A;k0KNENVB62;Eben Vittet;8 Rieder Lane;42;0;0;
